ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
KEGG	hsa04611	Platelet activation	44/1542	124/8135	9.323e-06	8.34e-05	4.323e-05	TBXAS1/PTGIR/GNAI2/BTK/MAPK3/ITPR2/ADCY3/RAP1B/FYN/AKT1/PLCB3/ROCK1/ITGB1/PIK3CD/PLCB2/SYK/TLN1/SNAP23/P2RX1/GNAS/RHOA/MYLK/ARHGAP35/MAPK14/PRKCI/GNAI1/ITPR3/ADCY9/STIM1/VAMP8/PRKACB/FGG/AKT2/PIK3R2/PPP1CB/PIK3CB/ROCK2/LCP2/PLA2G4A/RASGRP1/MAPK13/PPP1R12A/F2R/MYL12B	44
KEGG	hsa04919	Thyroid hormone signaling pathway	43/1542	121/8135	1.125e-05	9.797e-05	5.078e-05	TSC2/RHEB/MAPK3/CREBBP/TP53/PFKP/AKT1/PLCB3/RCAN1/ATP1A1/MED24/MED13/PIK3CD/NOTCH3/ATP1B3/PFKL/ATP2A3/MAP2K2/RXRA/NOTCH2/PLCB2/MED1/HDAC1/HRAS/KRAS/PLN/MTOR/PFKM/PFKFB2/BAD/CCND1/CTNNB1/MAP2K1/STAT1/MED13L/PRKACB/KAT2A/KAT2B/AKT2/RXRB/PIK3R2/PIK3CB/DIO2	43
KEGG	hsa04910	Insulin signaling pathway	47/1542	137/8135	1.316e-05	0.0001117	5.789e-05	FBP1/TSC2/PYGL/RHEB/HK2/MAPK3/FASN/INPPL1/AKT1/MKNK1/PIK3CD/PHKB/PYGB/RHOQ/MAP2K2/RAPGEF1/HRAS/KRAS/IKBKB/ARAF/SOS1/RPS6KB2/IRS1/MTOR/PRKCI/FLOT2/GRB2/PHKG2/BAD/SREBF1/MAP2K1/PRKAA1/PRKACB/MKNK2/TRIP10/EIF4E/PHKA2/AKT2/SLC2A4/PIK3R2/PPP1CB/PRKAR2B/PRKAG1/PIK3CB/PRKAR2A/MAPK10/SHC2	47
KEGG	hsa04068	FoxO signaling pathway	45/1542	131/8135	1.925e-05	0.0001569	8.135e-05	CCND2/IGF1/ATM/GABARAP/CDKN1A/ATG12/MAPK3/CREBBP/CAT/AKT1/PIK3CD/GABARAPL1/RBL2/GADD45A/MAP2K2/HRAS/KRAS/IKBKB/ARAF/SOS1/IRS1/HOMER3/MAPK14/CDK2/GRB2/GADD45B/STK11/CCND1/CHUK/TNFSF10/MAP2K1/PRKAA1/TGFB2/HOMER1/AKT2/FASLG/GABARAPL2/SLC2A4/PIK3R2/PRKAG1/PIK3CB/FOXO3/MAPK10/CCNB1/MAPK13	45
KEGG	hsa05215	Prostate cancer	36/1542	97/8135	1.944e-05	0.0001569	8.135e-05	IGF1/GSTP1/ATF4/CDKN1A/MAPK3/CREBBP/CREB1/TP53/IL1R2/AKT1/PIK3CD/MMP9/MAP2K2/HSP90AB1/HRAS/KRAS/IKBKB/ARAF/SOS1/MTOR/HSP90AA1/PDGFB/CDK2/GRB2/PDGFA/BAD/CCND1/RB1/CHUK/CTNNB1/MAP2K1/AKT2/FGFR1/PIK3R2/PIK3CB/MMP3	36
KEGG	hsa05164	Influenza A	55/1542	171/8135	2.161e-05	0.0001703	8.827e-05	HLA-DMB/TNFRSF1A/OAS2/RAB11B/DNAJB1/TYK2/MAPK3/CREBBP/AKT1/HLA-DMA/IFNAR1/HNRNPUL1/PIK3CD/CASP3/SLC25A6/IFNAR2/IFNG/STAT2/MAP2K2/NLRP3/PML/RSAD2/IKBKB/FAS/CALCOCO2/HLA-DOB/CPSF4/KPNA2/BAK1/IFNA2/ADAR/CDK4/MX2/FDPS/CHUK/IRF3/CYCS/CIITA/TNFSF10/MAP2K1/STAT1/NFKBIB/HLA-DQB1/RAE1/CXCL8/NXF1/FADD/IKBKE/AKT2/FASLG/CCL2/TRADD/PIK3R2/PIK3CB/MX1	55
KEGG	hsa01524	Platinum drug resistance	29/1542	73/8135	2.847e-05	0.0002192	0.0001136	GSTP1/ATM/CDKN1A/MAPK3/TP53/AKT1/XPA/PIK3CD/CASP3/PMAIP1/BIRC3/MGST2/FAS/REV3L/GSTO1/BAK1/TOP2B/ATP7A/BAD/CYCS/ERCC1/CDKN2A/FADD/AKT2/FASLG/PIK3R2/MSH2/PIK3CB/ATP7B	29
KEGG	hsa04015	Rap1 signaling pathway	64/1542	210/8135	3.217e-05	0.000242	0.0001254	IGF1/FLT1/CSF1R/VAV1/GNAI2/ADORA2B/VEGFB/MAPK3/SIPA1/RAPGEF2/ADCY3/RAP1B/ITGAM/AKT1/PLCB3/PFN1/VEGFA/ITGB1/ID1/PIK3CD/MAP2K2/PLCB2/RAPGEF1/THBS1/HRAS/PFN2/KRAS/TLN1/RALA/SIPA1L3/CDC42/PRKD2/GNAS/RHOA/ITGB2/PDGFB/HGF/MAPK14/RRAS/PRKCI/GNAI1/FGF9/PDGFA/ADCY9/FGF1/CTNNB1/MAP2K1/AKT2/FGFR1/PIK3R2/PRKD1/PIK3CB/FGF7/MAP2K3/MAGI1/MET/LCP2/ITGAL/RAC1/CSF1/GNAO1/MAPK13/F2R/PRKD3	64
KEGG	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	28/1542	70/8135	3.358e-05	0.000247	0.000128	JUN/ATP6V0A1/ATP6V0C/TCIRG1/CASP3/MAP3K14/ATP6V1A/CSK/CDC42/IKBKB/ADAM10/ATP6AP1/ATP6V1B2/MAPK14/ATP6V1G1/CHUK/ATP6V1H/ATP6V1D/ATP6V1E1/CXCL8/ATP6V0E2/MAPK10/MET/RAC1/PTPRZ1/MAPK13/ADAM17/ATP6V0D1	28
KEGG	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	33/1542	89/8135	4.365e-05	0.0003141	0.0001628	CD4/JUN/MAPK3/AKT1/PIK3CD/CD3D/IFNG/MAP2K2/HRAS/KRAS/IKBKB/RPS6KB2/MTOR/CD3G/PRKCQ/MAPK14/BATF/PPP3CC/CHUK/MAP2K1/STAT1/NFKBIB/CD28/AKT2/LCK/CD247/CSNK2A1/PIK3R2/TRAF6/PIK3CB/MAP2K3/RASGRP1/MAPK13	33
KEGG	hsa03420	Nucleotide excision repair	21/1542	47/8135	4.669e-05	0.0003288	0.0001704	DDB1/CUL4B/RPA1/RFC5/XPA/GTF2H2/CDK7/ERCC4/PCNA/CUL4A/RFC2/GTF2H4/XPC/CCNH/POLD1/RAD23B/POLD4/ERCC1/LIG1/RAD23A/GTF2H5	21
KEGG	hsa05214	Glioma	29/1542	75/8135	5.15e-05	0.000355	0.000184	IGF1/CAMK1/CDKN1A/MAPK3/TP53/AKT1/PIK3CD/GADD45A/MAP2K2/HRAS/KRAS/ARAF/SOS1/MTOR/BAK1/PDGFB/GRB2/CDK4/PDGFA/GADD45B/CCND1/RB1/MAP2K1/CDKN2A/AKT2/PIK3R2/CAMK2G/PIK3CB/SHC2	29
KEGG	hsa05152	Tuberculosis	56/1542	180/8135	5.256e-05	0.000355	0.000184	CEBPG/RAB5C/HLA-DMB/TNFRSF1A/LSP1/ATP6V0A1/MAPK3/CREBBP/CREB1/ATP6V0C/ITGAM/AKT1/HLA-DMA/IL10RA/FCGR3A/TCIRG1/CASP3/CD14/IFNG/SPHK2/SYK/MALT1/MRC1/CTSD/ATP6AP1/HLA-DOB/CEBPB/RHOA/ITGB2/HSPA9/MAPK14/IFNA2/MRC2/PPP3CC/BAD/CYCS/CIITA/CASP10/ATP6V1H/IRAK1/STAT1/HLA-DQB1/TGFB2/CORO1A/FADD/AKT2/RFX5/TRADD/CAMK2G/TRAF6/HSPD1/MAPK10/TLR1/MAPK13/CYP27B1/ATP6V0D1	56
KEGG	hsa04664	Fc epsilon RI signaling pathway	27/1542	68/8135	5.387e-05	0.0003566	0.0001849	VAV1/BTK/MAPK3/FYN/AKT1/PIK3CD/INPP5D/MAP2K2/HRAS/SYK/KRAS/SOS1/MAPK14/GRB2/ALOX5/CSF2/MAP2K1/ALOX5AP/AKT2/PIK3R2/PIK3CB/MAP2K3/MAPK10/LCP2/RAC1/PLA2G4A/MAPK13	27
KEGG	hsa04150	mTOR signaling pathway	50/1542	156/8135	5.59e-05	0.0003628	0.0001881	IGF1/RPS6KA2/TNFRSF1A/TSC2/RHEB/MAPK3/AKT1/PIK3CD/RRAGD/DDIT4/FZD2/MAP2K2/ATP6V1A/HRAS/KRAS/IKBKB/SOS1/RPS6KB2/IRS1/MTOR/RHOA/MAPKAP1/ATP6V1B2/FZD7/ATP6V1G1/GRB2/STK11/TTI1/CHUK/ATP6V1H/MAP2K1/EIF4B/ULK2/PRKAA1/ATP6V1D/ATP6V1E1/GRB10/EIF4E/AKT2/DVL3/PIK3R2/RPS6KA3/CLIP1/NPRL3/FZD5/PIK3CB/SLC7A5/FZD6/RRAGA/LRP6	50
KEGG	hsa05130	Pathogenic Escherichia coli infection	60/1542	197/8135	5.747e-05	0.0003658	0.0001896	EZR/TNFRSF1A/RAB1A/JUN/HCLS1/MYO1F/TUBB2A/MAPK3/ARF6/FYN/ARHGEF11/ROCK1/TUBB/ITGB1/CASP4/ABL1/CASP3/NAIP/TLR5/CYFIP1/NLRP3/SEC24C/CDC42/IKBKB/FAS/ARPC1B/RHOA/BAK1/NCKAP1L/MAPK14/MYO5A/IL1R1/ARPC2/GNA12/CHUK/CYCS/CYFIP2/CASP7/TNFSF10/IRAK1/NFKBIB/CXCL8/TUBB2B/CYTH1/SEC24B/FADD/FASLG/TRADD/MYO1E/MYH9/ARHGEF2/SEC24A/TRAF6/ARPC1A/MYO6/MAPK10/ROCK2/RAC1/MAPK13/F2R	60
KEGG	hsa05135	Yersinia infection	45/1542	137/8135	6.736e-05	0.000413	0.0002141	CD4/VAV1/PIP5K1C/RHOG/RPS6KA2/JUN/MAPK3/ARF6/AKT1/PKN1/ROCK1/ITGB1/WAS/PIK3CD/FN1/MAP2K2/ELMO1/NLRP3/PTK2/CDC42/IKBKB/ARPC1B/RHOA/MAPK14/PIP5K1A/ARPC2/CHUK/IRF3/IRAK1/MAP2K1/CXCL8/AKT2/LCK/CCL2/PIK3R2/RPS6KA3/TRAF6/ARPC1A/PIK3CB/MAP2K3/MAPK10/ROCK2/LCP2/RAC1/MAPK13	45
KEGG	hsa05142	Chagas disease	36/1542	102/8135	6.738e-05	0.000413	0.0002141	TNFRSF1A/GNAI2/JUN/MAPK3/AKT1/PPP2R1A/PLCB3/PPP2R2A/PIK3CD/CD3D/IFNG/PLCB2/ACE/IKBKB/FAS/GNAS/CD3G/MAPK14/CFLAR/GNAI1/CHUK/IRAK1/CXCL8/TGFB2/FADD/AKT2/FASLG/CCL2/CD247/PIK3R2/TRAF6/PIK3CB/CCL3/MAPK10/GNAO1/MAPK13	36
KEGG	hsa05222	Small cell lung cancer	33/1542	92/8135	9.33e-05	0.0005615	0.0002911	CKS2/CDKN1A/TP53/AKT1/LAMB2/ITGB1/PIK3CD/CASP3/GADD45A/FN1/RXRA/BIRC3/COL4A1/LAMC1/PTK2/PTGS2/IKBKB/BAK1/CDK2/CDK4/GADD45B/CCND1/RB1/CHUK/CYCS/AKT2/RXRB/PIK3R2/LAMA2/TRAF6/PIK3CB/TRAF1/COL4A4	33
KEGG	hsa05230	Central carbon metabolism in cancer	27/1542	70/8135	9.731e-05	0.0005671	0.000294	LDHA/IDH2/HK2/PGAM1/MAPK3/TP53/PFKP/AKT1/PIK3CD/PFKL/MAP2K2/HRAS/KRAS/GLS/MTOR/PFKM/IDH1/MAP2K1/AKT2/FGFR1/PIK3R2/PDHB/PIK3CB/SLC7A5/MET/LDHC/SLC2A2	27
KEGG	hsa05017	Spinocerebellar ataxia	46/1542	143/8135	9.926e-05	0.0005671	0.000294	RBPJ/ITPR2/GTF2B/AKT1/PLCB3/RB1CC1/PSMB4/PIK3CD/SLC25A6/ATP2A3/PLCB2/PSMB3/PSMD3/PPIF/PSMD11/PSMA1/VLDLR/XBP1/MTOR/ATXN3/ITPR3/PSMD14/ATXN10/CYCS/ATXN2L/ULK2/PSMC6/CIC/PSMA3/PSMC1/AKT2/ADRM1/PIK3R2/WIPI2/PSMB1/TBPL1/ATG2A/BEAN1/PSMA4/PIK3CB/RORA/PSMC4/MAPK10/KAT5/PSMD13/PSMD8	46
KEGG	hsa05418	Fluid shear stress and atherosclerosis	45/1542	139/8135	9.938e-05	0.0005671	0.000294	GSTP1/TNFRSF1A/JUN/TXN/TP53/IL1R2/AKT1/TXN2/VEGFA/PIK3CD/CAV1/IFNG/MMP9/HSP90AB1/PTK2/PECAM1/MGST2/ACVR1/IKBKB/GSTO1/SUMO1/RHOA/HSP90AA1/PDGFB/MAPK14/HMOX1/IL1R1/PDGFA/CHUK/CTNNB1/MEF2A/PRKAA1/AKT2/MAPK7/CCL2/ARHGEF2/PIK3R2/GPC1/PIK3CB/SUMO3/CTSL/MAPK10/NFE2L2/RAC1/MAPK13	45
KEGG	hsa04064	NF-kappa B signaling pathway	36/1542	104/8135	0.0001067	0.0005886	0.0003051	BCL2A1/ATM/TNFRSF1A/BTK/LTBR/TNFSF14/CD14/TNFAIP3/GADD45A/MAP3K14/BIRC3/SYK/PTGS2/MALT1/IKBKB/NFKB2/PRKCQ/CFLAR/IL1R1/BLNK/GADD45B/TNFSF11/CHUK/PARP1/RELB/LY96/IRAK1/CXCL8/LCK/TRADD/CSNK2A1/TRAF6/ERC1/TRAF1/CXCL12/TNFRSF11A	36
KEGG	hsa04620	Toll-like receptor signaling pathway	36/1542	104/8135	0.0001067	0.0005886	0.0003051	SPP1/JUN/CXCL9/MAPK3/AKT1/IFNAR1/CTSK/PIK3CD/CD80/IFNAR2/TLR5/CD14/MAP2K2/IKBKB/MAPK14/IFNA2/MAP3K8/CHUK/IRF3/LY96/IRAK1/MAP2K1/STAT1/CXCL8/FADD/IKBKE/AKT2/PIK3R2/TRAF6/PIK3CB/MAP2K3/CCL3/MAPK10/TLR1/RAC1/MAPK13	36
KEGG	hsa04810	Regulation of actin cytoskeleton	64/1542	218/8135	0.0001111	0.0006029	0.0003125	EZR/DIAPH1/VAV1/ARHGEF6/PIP5K1C/ITGB7/MAPK3/ITGAM/CFL1/ROCK1/PFN1/ITGB1/ITGB5/PIK3CD/CYFIP1/FN1/MAP2K2/IQGAP2/ITGA7/PIP4K2B/HRAS/PTK2/PFN2/KRAS/CDC42/PIP4K2A/ARAF/ARPC1B/SOS1/RHOA/ITGB2/MYLK/ARHGAP35/NCKAP1L/PDGFB/GNG12/PIP5K1A/RRAS/ITGA1/FGF9/PDGFA/FGF1/ARPC2/GNA12/RDX/CYFIP2/MAP2K1/MYH9/FGFR1/PIK3R2/PPP1CB/ACTN4/ARPC1A/PIK3CB/ITGB8/FGF7/CXCL12/ROCK2/ITGAL/RAC1/TMSB4X/PPP1R12A/F2R/MYL12B	64
KEGG	hsa04662	B cell receptor signaling pathway	30/1542	82/8135	0.0001272	0.0006792	0.0003521	VAV1/JUN/BTK/MAPK3/LILRB5/INPPL1/AKT1/PIK3CD/INPP5D/MAP2K2/HRAS/SYK/MALT1/KRAS/LILRA3/IKBKB/SOS1/GRB2/PPP3CC/LILRB4/BLNK/CHUK/MAP2K1/NFKBIB/CD22/AKT2/IFITM1/PIK3R2/PIK3CB/RAC1	30
KEGG	hsa04140	Autophagy - animal	45/1542	141/8135	0.0001446	0.00076	0.0003939	GABARAP/RAB1A/TSC2/MAP1LC3B/RHEB/ATG12/MAPK3/AKT1/RB1CC1/DAPK1/PIK3CD/RRAGD/DDIT4/GABARAPL1/MAP2K2/TANK/HRAS/KRAS/CTSD/RPS6KB2/IRS1/MTOR/PRKCQ/CFLAR/RRAS/PRKCD/STK11/BAD/MTMR4/VAMP8/MAP2K1/ULK2/PRKAA1/PRKACB/SH3GLB1/AKT2/GABARAPL2/PIK3R2/WIPI2/TRAF6/ATG2A/PIK3CB/CTSL/MAPK10/RRAGA	45
KEGG	hsa05216	Thyroid cancer	17/1542	37/8135	0.000161	0.0008326	0.0004316	CDKN1A/MAPK3/PPARG/TP53/NCOA4/GADD45A/MAP2K2/RXRA/HRAS/KRAS/BAK1/GADD45B/CCND1/CTNNB1/MAP2K1/TPR/RXRB	17
KEGG	hsa05213	Endometrial cancer	23/1542	58/8135	0.0001938	0.0009869	0.0005116	CDKN1A/ILK/MAPK3/TP53/AKT1/PIK3CD/GADD45A/MAP2K2/HRAS/KRAS/ARAF/SOS1/BAK1/GRB2/GADD45B/BAD/CCND1/CTNNB1/MAP2K1/AKT2/PIK3R2/PIK3CB/FOXO3	23
KEGG	hsa04932	Non-alcoholic fatty liver disease	48/1542	155/8135	0.000199	0.0009981	0.0005174	TNFRSF1A/JUN/ATF4/PPARG/CYC1/MAP3K11/AKT1/CEBPA/DDIT3/PIK3CD/CASP3/UQCRC1/NDUFV1/RXRA/ITCH/NDUFS2/ADIPOQ/CDC42/IKBKB/FAS/NDUFB1/XBP1/NDUFA2/ADIPOR2/GSK3A/IRS1/NDUFS7/MAPK14/COX5A/CYCS/SREBF1/CASP7/UQCR11/PRKAA1/CXCL8/COX7A2/AKT2/FASLG/PIK3R2/SDHC/PRKAG1/PIK3CB/PPARA/NDUFC1/MAPK10/RAC1/NDUFS3/MAPK13	48
KEGG	hsa05219	Bladder cancer	18/1542	41/8135	0.0002123	0.001049	0.0005437	CDKN1A/MAPK3/TP53/DAPK1/VEGFA/MMP9/MAP2K2/THBS1/HRAS/KRAS/ARAF/CDK4/CCND1/MMP1/RB1/MAP2K1/CXCL8/CDKN2A	18
KEGG	hsa05202	Transcriptional misregulation in cancer	57/1542	193/8135	0.000218	0.001061	0.0005501	CCND2/IGF1/FLT1/CSF1R/BCL2A1/ATM/ITGB7/CCNA1/NR4A3/CDKN1A/SPI1/PPARG/TP53/IL1R2/ITGAM/HHEX/TFE3/CEBPA/DDIT3/LYL1/CDK14/CCNT2/CD14/MMP9/REL/GADD45A/RXRA/LDB1/HPGD/TAF15/BIRC3/PER2/PML/HDAC1/PTK2/CEBPB/JMJD1C/BAK1/IL2RB/MLLT1/MLF1/PDGFA/GADD45B/LMO2/CSF2/CXCL8/RXRB/MEN1/ID2/JUP/DUSP6/CCNA2/TRAF1/MET/ELK4/GZMB/MMP3	57
KEGG	hsa05171	Coronavirus disease - COVID-19	66/1542	232/8135	0.00024	0.001136	0.0005886	RPS15A/F13A1/RPL36AL/TNFRSF1A/OAS2/JUN/TYK2/RPL24/MAPK3/RPL9/IFNAR1/RPS25/PIK3CD/RPL31/RPS19/IFNAR2/RPL7/STAT2/C5/NLRP3/FAU/ACE/RPS21/SYK/IKBKB/RPL6/RPS29/MAPK14/IFNA2/ADAR/RPL34/MX2/MMP1/CFD/CHUK/IRF3/CSF2/IRAK1/RPS27A/STAT1/NFKBIB/RPL13/CXCL8/FGG/RPS15/IKBKE/RPS7/CCL2/PIK3R2/C7/TRAF6/RPS16/RPL22/C8B/PIK3CB/RPL37/RPL38/MX1/RPL11/MAPK10/RPS4Y1/MMP3/MAPK13/C1R/ADAM17/RPL14	66
KEGG	hsa04145	Phagosome	47/1542	152/8135	0.0002401	0.001136	0.0005886	NCF4/RAB5C/HLA-DMB/TUBB2A/ATP6V0A1/ATP6V0C/MARCO/ITGAM/HLA-DMA/FCGR3A/DYNC1LI2/TUBB/ITGB1/ITGB5/TCIRG1/CD14/ATP6V1A/SCARB1/THBS1/HGS/TAP1/MRC1/ATP6AP1/HLA-DOB/SEC22B/ITGB2/ATP6V1B2/FCAR/MRC2/ATP6V1G1/OLR1/ATP6V1H/HLA-DQB1/ATP6V1D/ATP6V1E1/TUBB2B/DYNC1H1/CORO1A/SEC61G/CD36/ATP6V0E2/HLA-A/CTSL/RAC1/MSR1/C1R/ATP6V0D1	47
KEGG	hsa04659	Th17 cell differentiation	36/1542	108/8135	0.0002523	0.001176	0.0006098	CD4/HLA-DMB/JUN/TYK2/MAPK3/HLA-DMA/IL2RG/CD3D/IFNG/RXRA/IL1RAP/HSP90AB1/STAT6/IKBKB/HLA-DOB/MTOR/CD3G/PRKCQ/HSP90AA1/IL2RB/MAPK14/IL12RB1/IL1R1/PPP3CC/CHUK/STAT1/NFKBIB/HLA-DQB1/RXRB/LCK/CD247/RORA/IL27RA/MAPK10/MAPK13/STAT5A	36
KEGG	hsa04152	AMPK signaling pathway	39/1542	120/8135	0.0002581	0.001187	0.0006151	FBP1/IGF1/PFKFB3/RAB11B/TSC2/CCNA1/RHEB/CREB1/PPARG/SCD/FASN/PFKP/AKT1/PPP2R1A/PPP2R2A/PIK3CD/PFKL/EEF2/ADIPOQ/ADIPOR2/RPS6KB2/IRS1/MTOR/PFKM/PFKFB2/STK11/CCND1/SREBF1/PRKAA1/AKT2/PPP2R5D/SLC2A4/PIK3R2/CD36/CCNA2/PRKAG1/PIK3CB/FOXO3/RAB2A	39
KEGG	hsa04657	IL-17 signaling pathway	32/1542	94/8135	0.0003569	0.001618	0.0008388	S100A8/JUN/MAPK3/MAPK6/TRAF3IP2/CASP3/TNFAIP3/IFNG/MMP9/CCL7/HSP90AB1/ANAPC5/PTGS2/CCL20/IKBKB/CEBPB/HSP90AA1/MAPK14/MMP1/CHUK/CSF2/CXCL8/FADD/IKBKE/MAPK7/CCL2/S100A9/TRADD/TRAF6/MAPK10/MMP3/MAPK13	32
KEGG	hsa04914	Progesterone-mediated oocyte maturation	34/1542	102/8135	0.0003706	0.001644	0.0008524	IGF1/RPS6KA2/GNAI2/CCNA1/MAPK3/ADCY3/AKT1/ANAPC15/PIK3CD/HSP90AB1/ANAPC13/ANAPC5/MAD2L1/KRAS/ARAF/HSP90AA1/MAPK14/GNAI1/CDK2/ADCY9/CDC16/KIF22/MAP2K1/PRKACB/AKT2/PIK3R2/RPS6KA3/CCNA2/PIK3CB/CDC25B/MAPK10/CCNB1/CDK1/MAPK13	34
KEGG	hsa03050	Proteasome	19/1542	46/8135	0.0003726	0.001644	0.0008524	PSMB4/PSME3/IFNG/PSMB3/PSMD3/PSMB9/PSMD11/PSMA1/PSME1/PSMD14/PSMC6/PSMA3/PSMC1/ADRM1/PSMB1/PSMA4/PSMC4/PSMD13/PSMD8	19
KEGG	hsa01521	EGFR tyrosine kinase inhibitor resistance	28/1542	79/8135	0.0003886	0.001692	0.0008772	IGF1/MAPK3/AKT1/VEGFA/PIK3CD/MAP2K2/HRAS/KRAS/ARAF/SOS1/GAS6/RPS6KB2/MTOR/PDGFB/HGF/GRB2/AXL/PDGFA/BAD/MAP2K1/EIF4E/AKT2/PIK3R2/NF1/PIK3CB/FOXO3/MET/SHC2	28
KEGG	hsa05110	Vibrio cholerae infection	20/1542	50/8135	0.0004367	0.001877	0.0009731	ATP6V0A1/ATP6V0C/ADCY3/KDELR1/TCIRG1/ATP6V1A/KCNQ1/SLC12A2/ATP6AP1/GNAS/ATP6V1B2/ATP6V1G1/ADCY9/ATP6V1H/ATP6V1D/PRKACB/ATP6V1E1/SEC61G/ATP6V0E2/ATP6V0D1	20
KEGG	hsa04071	Sphingolipid signaling pathway	38/1542	119/8135	0.0004564	0.001912	0.0009913	ADORA3/TNFRSF1A/GNAI2/PLD2/MAPK3/SMPD1/TP53/FYN/AKT1/PPP2R1A/PLCB3/ROCK1/PPP2R2A/ASAH1/PIK3CD/ABCC1/NSMAF/MAP2K2/PLCB2/PLD1/HRAS/SPHK2/KRAS/CTSD/RHOA/MAPK14/GNAI1/GNA12/MAP2K1/AKT2/PPP2R5D/TRADD/PIK3R2/PIK3CB/MAPK10/ROCK2/RAC1/MAPK13	38
KEGG	hsa04935	Growth hormone synthesis, secretion and action	38/1542	119/8135	0.0004564	0.001912	0.0009913	IGF1/GNAI2/ATF4/MAPK3/CREBBP/ITPR2/CREB1/ADCY3/AKT1/PLCB3/PIK3CD/MAP2K2/PLCB2/HRAS/PTK2/KRAS/SOS1/GNAS/IRS1/MTOR/MAPK14/GNAI1/GRB2/ITPR3/GHR/ADCY9/MAP2K1/STAT1/PRKACB/AKT2/PIK3R2/PIK3CB/MAP2K3/GH1/MAPK10/MAPK13/SHC2/STAT5A	38
KEGG	hsa04072	Phospholipase D signaling pathway	45/1542	148/8135	0.0004871	0.002015	0.001045	PIP5K1C/DGKZ/TSC2/PLD2/RHEB/MAPK3/ARF6/ADCY3/FYN/AGPAT1/AKT1/PLCB3/PIK3CD/MAP2K2/PLCB2/PLD1/HRAS/SPHK2/SYK/KRAS/RALA/SOS1/GNAS/MTOR/RHOA/PDGFB/PIP5K1A/RRAS/GRB2/PDGFA/ADCY9/GNA12/MAP2K1/CXCL8/DGKD/CYTH1/AKT2/DNM2/PIK3R2/DNM1/DGKQ/PIK3CB/PLA2G4A/F2R/SHC2	45
KEGG	hsa04933	AGE-RAGE signaling pathway in diabetic complications	33/1542	100/8135	0.0005509	0.002251	0.001167	DIAPH1/JUN/VEGFB/MAPK3/PIM1/AKT1/PLCB3/VEGFA/PIK3CD/CASP3/FN1/PLCB2/COL4A1/HRAS/KRAS/CDC42/F3/MAPK14/PRKCD/CDK4/CCND1/STAT1/CXCL8/TGFB2/AKT2/CCL2/PIK3R2/PIK3CB/MAPK10/RAC1/MAPK13/COL4A4/STAT5A	33
KEGG	hsa04213	Longevity regulating pathway - multiple species	23/1542	62/8135	0.0006037	0.002437	0.001263	IGF1/CAT/ADCY3/AKT1/HSPA6/PIK3CD/HSPA8/HDAC1/HRAS/KRAS/RPS6KB2/IRS1/MTOR/ADCY9/HSPA1B/PRKAA1/PRKACB/FOXA2/AKT2/PIK3R2/PRKAG1/PIK3CB/FOXO3	23
KEGG	hsa04211	Longevity regulating pathway	30/1542	89/8135	0.0006503	0.002593	0.001344	IGF1/TSC2/ATF4/RHEB/CREB1/CAT/PPARG/ADCY3/TP53/AKT1/RB1CC1/PIK3CD/EHMT2/ADIPOQ/HRAS/KRAS/ADIPOR2/RPS6KB2/IRS1/MTOR/ADCY9/STK11/PRKAA1/PRKACB/EIF4E/AKT2/PIK3R2/PRKAG1/PIK3CB/FOXO3	30
KEGG	hsa04912	GnRH signaling pathway	31/1542	93/8135	0.0006609	0.002604	0.00135	JUN/ATF4/PLD2/MAPK3/ITPR2/ADCY3/PLCB3/MAP2K2/PLCB2/MMP14/PLD1/HRAS/KRAS/CDC42/SOS1/GNAS/MAPK14/PRKCD/GRB2/FSHB/ITPR3/ADCY9/MAP2K1/PRKACB/MAPK7/MAP3K4/CAMK2G/MAP2K3/MAPK10/PLA2G4A/MAPK13	31
KEGG	hsa04066	HIF-1 signaling pathway	35/1542	109/8135	0.0006725	0.002619	0.001357	IGF1/LDHA/FLT1/PFKFB3/HK2/ENO2/CDKN1A/MAPK3/CREBBP/PFKP/AKT1/MKNK1/VEGFA/LTBR/PIK3CD/PFKL/IFNG/ARNT/MAP2K2/ENO1/RPS6KB2/MTOR/HMOX1/PFKM/PGK1/MAP2K1/MKNK2/EIF4E/AKT2/PIK3R2/CAMK2G/PDHB/CUL2/PIK3CB/LDHC	35
KEGG	hsa04917	Prolactin signaling pathway	25/1542	70/8135	0.0006877	0.002634	0.001366	CCND2/MAPK3/AKT1/PIK3CD/MAP2K2/HRAS/KRAS/SOS1/MAPK14/IRF1/GRB2/TNFSF11/CCND1/MAP2K1/STAT1/AKT2/PIK3R2/PIK3CB/FOXO3/MAPK10/TNFRSF11A/MAPK13/SHC2/SLC2A2/STAT5A	25
KEGG	hsa00280	Valine, leucine and isoleucine degradation	19/1542	48/8135	0.000704	0.002634	0.001366	ALDH6A1/HADHA/HADH/BCKDHA/BCAT1/ALDH3A2/ACADS/HADHB/ACADSB/ALDH9A1/ALDH7A1/ECHS1/PCCB/HMGCS2/PCCA/AUH/DBT/MCCC2/HMGCL	19
