ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0009101	glycoprotein biosynthetic process	59/2551	348/18670	0.04522	0.1101	0.06712	ITM2B/IGF1/NAGPA/UBE2J1/VEGFB/MCFD2/NPC1/ST8SIA4/VCAN/MVD/PHLDA1/ST3GAL1/GFPT1/GALNT3/EXT1/CCR7/RFNG/MGAT5/MPI/IL15/NCSTN/FUT3/MFNG/MGAT2/ASGR2/ST3GAL6/CHSY1/GALNT2/UBE2G2/MOGS/DPM1/ATP7A/ARFGEF1/CHST15/DOLK/GORASP1/AATF/ALG3/ST8SIA3/CTNNB1/ACOT8/STT3A/B3GAT3/GCNT1/PMM1/ASGR1/DPY19L4/B3GALT2/DDOST/MPDU1/GOLGA2/ITM2A/MAN2A1/RPN1/MAN2A2/B3GNT3/B3GALT4/DPY19L1/NCAN	59
BP	GO:0002507	tolerance induction	7/2551	25/18670	0.04533	0.1101	0.06712	PHLPP1/TNFAIP3/ICOS/LGALS9/IDO1/CCR4/AIRE	7
BP	GO:0019054	modulation by virus of host process	7/2551	25/18670	0.04533	0.1101	0.06712	CD4/VAPA/CPSF4/KPNA2/SCRIB/BAD/KPNA3	7
BP	GO:0021680	cerebellar Purkinje cell layer development	7/2551	25/18670	0.04533	0.1101	0.06712	NAGLU/LDB1/RERE/ARCN1/ATP7A/RORA/KIF14	7
BP	GO:0030813	positive regulation of nucleotide catabolic process	7/2551	25/18670	0.04533	0.1101	0.06712	IGF1/PFKFB3/IFNG/ARNT/ZBTB20/PFKFB2/PRKAA1	7
BP	GO:0046856	phosphatidylinositol dephosphorylation	7/2551	25/18670	0.04533	0.1101	0.06712	INPPL1/INPP5F/INPP5D/INPP5E/OCRL/MTMR4/SYNJ2	7
BP	GO:0050901	leukocyte tethering or rolling	7/2551	25/18670	0.04533	0.1101	0.06712	ITGB7/ROCK1/ITGB1/PTAFR/GCNT1/MADCAM1/CXCL12	7
BP	GO:0050927	positive regulation of positive chemotaxis	7/2551	25/18670	0.04533	0.1101	0.06712	VEGFB/VEGFA/AZU1/F3/CXCL8/CCR4/CXCL12	7
BP	GO:0051197	positive regulation of coenzyme metabolic process	7/2551	25/18670	0.04533	0.1101	0.06712	IGF1/PFKFB3/IFNG/ARNT/ZBTB20/PFKFB2/PRKAA1	7
BP	GO:0060444	branching involved in mammary gland duct morphogenesis	7/2551	25/18670	0.04533	0.1101	0.06712	PHB2/PML/MED1/AREG/KDM5B/CSF1/LRP6	7
BP	GO:0072677	eosinophil migration	7/2551	25/18670	0.04533	0.1101	0.06712	HRH1/CCL7/ADAM8/CCL2/CCL16/CD300A/CCL3	7
BP	GO:1904385	cellular response to angiotensin	7/2551	25/18670	0.04533	0.1101	0.06712	ROCK1/CAV1/HSF1/PRKCD/ROCK2/NFE2L2/CDC6	7
BP	GO:0021575	hindbrain morphogenesis	10/2551	41/18670	0.04561	0.1101	0.06712	HES1/ABL1/LDB1/XRCC1/ATP7A/MAP2K1/ZNF365/RORA/KIF14/LRP6	10
BP	GO:0090317	negative regulation of intracellular protein transport	10/2551	41/18670	0.04561	0.1101	0.06712	GDI1/UBE2J1/TXN/OS9/RANGAP1/ADIPOQ/PKIA/UBE2G2/CD36/NF1	10
BP	GO:0150077	regulation of neuroinflammatory response	10/2551	41/18670	0.04561	0.1101	0.06712	IGF1/GRN/ATM/CTSC/MMP9/PTGS2/CST7/CD200/CCL3/MMP3	10
BP	GO:1905209	positive regulation of cardiocyte differentiation	10/2551	41/18670	0.04561	0.1101	0.06712	IGF1/ARRB2/RBPJ/PIN1/GATA6/MTOR/PARP2/KAT2A/TGFB2/SEMA3C	10
BP	GO:0003323	type B pancreatic cell development	6/2551	20/18670	0.04565	0.1101	0.06712	RHEB/BMP6/GSK3A/BAD/BMP5/ARNTL	6
BP	GO:0010592	positive regulation of lamellipodium assembly	6/2551	20/18670	0.04565	0.1101	0.06712	CDC42/MTOR/ATP7A/ARPC2/DNM2/RAC1	6
BP	GO:0016137	glycoside metabolic process	6/2551	20/18670	0.04565	0.1101	0.06712	FUCA1/AKR7A2/GLA/AKR1B1/CBR4/AKR1A1	6
BP	GO:0031061	negative regulation of histone methylation	6/2551	20/18670	0.04565	0.1101	0.06712	SUPT6H/DNMT1/JARID2/MTF2/PHF1/KDM1A	6
BP	GO:0032495	response to muramyl dipeptide	6/2551	20/18670	0.04565	0.1101	0.06712	TNFAIP3/VIM/MAPK14/PTPN22/ARHGEF2/NLRP1	6
BP	GO:0032793	positive regulation of CREB transcription factor activity	6/2551	20/18670	0.04565	0.1101	0.06712	VEGFA/RPS6KA4/PRKD2/CRTC1/CD200/PRKD1	6
BP	GO:0032816	positive regulation of natural killer cell activation	6/2551	20/18670	0.04565	0.1101	0.06712	TYROBP/IL15/GAS6/AXL/ZBTB1/RASGRP1	6
BP	GO:0033005	positive regulation of mast cell activation	6/2551	20/18670	0.04565	0.1101	0.06712	ADORA2B/NR4A3/SPHK2/SYK/FGR/VAMP8	6
BP	GO:0035458	cellular response to interferon-beta	6/2551	20/18670	0.04565	0.1101	0.06712	CAPN2/UBE2G2/IRF1/STAT1/AIM2/MNDA	6
BP	GO:0042535	positive regulation of tumor necrosis factor biosynthetic process	6/2551	20/18670	0.04565	0.1101	0.06712	TYROBP/AZU1/IFNG/THBS1/SYK/TLR1	6
BP	GO:0045655	regulation of monocyte differentiation	6/2551	20/18670	0.04565	0.1101	0.06712	CD4/JUN/CTNNBIP1/INPP5D/FES/CSF1	6
BP	GO:0046823	negative regulation of nucleocytoplasmic transport	6/2551	20/18670	0.04565	0.1101	0.06712	TXN/RANGAP1/PKIA/TPR/CD36/NF1	6
BP	GO:0051016	barbed-end actin filament capping	6/2551	20/18670	0.04565	0.1101	0.06712	ADD1/CAPZB/CAPZA1/RDX/TRIOBP/CAPG	6
BP	GO:0051767	nitric-oxide synthase biosynthetic process	6/2551	20/18670	0.04565	0.1101	0.06712	GSTP1/IFNG/NAMPT/PGGT1B/STAT1/CCL2	6
BP	GO:0051769	regulation of nitric-oxide synthase biosynthetic process	6/2551	20/18670	0.04565	0.1101	0.06712	GSTP1/IFNG/NAMPT/PGGT1B/STAT1/CCL2	6
BP	GO:0061162	establishment of monopolar cell polarity	6/2551	20/18670	0.04565	0.1101	0.06712	GBF1/SH3BP1/CDC42/RHOA/SCRIB/PRKCI	6
BP	GO:0070987	error-free translesion synthesis	6/2551	20/18670	0.04565	0.1101	0.06712	RPA1/RFC5/UBC/PCNA/RFC2/RPS27A	6
BP	GO:0090195	chemokine secretion	6/2551	20/18670	0.04565	0.1101	0.06712	CSF1R/AIF1/C5/LRP1/LPL/IL1RL1	6
BP	GO:0045814	negative regulation of gene expression, epigenetic	26/2551	136/18670	0.04613	0.1112	0.06779	TRIM28/HIRA/PHF2/DNMT1/PCGF1/SPI1/TRIM27/MBD2/MORF4L2/MBD3/EZH1/HDAC1/SETDB1/JARID2/RBBP4/MTF2/CTBP1/CREBZF/FAM172A/PHF1/MPHOSPH8/ARID1A/RRP8/MORC2/PPM1D/LHX2	26
BP	GO:0043534	blood vessel endothelial cell migration	33/2551	180/18670	0.04642	0.1119	0.0682	ANXA1/PPARG/AKT1/GPX1/VEGFA/ITGB1/ID1/PDCD10/ABL1/SH3BP1/SCARB1/THBS1/PTGS2/KLF4/PRKD2/RHOA/PDGFB/SRF/HMOX1/STARD13/ROBO1/NR4A1/MYH9/FGFR1/JUP/PRKD1/NF1/VASH1/MAP2K3/NFE2L2/ADAM17/TMSB4X/STAT5A	33
BP	GO:0071385	cellular response to glucocorticoid stimulus	13/2551	58/18670	0.04653	0.1121	0.06833	GSTP1/ANXA1/SRD5A1/KLF9/AKAP13/DDIT4/ZFP36L2/ATP2B1/NR3C1/CFLAR/EIF4E/ADCYAP1/FOXO3	13
BP	GO:0003231	cardiac ventricle development	25/2551	130/18670	0.04683	0.1128	0.06875	HES1/RBPJ/ENG/AP2B1/FZD2/RXRA/MED1/ACVR1/GSK3A/POU4F1/SOX11/LMO4/UBE4B/ROBO1/CPE/TGFB2/DNM2/ID2/TGFBR3/NPRL3/MDM4/GJA5/KCNK2/SEMA3C/SALL1	25
BP	GO:0007098	centrosome cycle	24/2551	124/18670	0.0475	0.1142	0.06965	CHMP2B/HAUS7/FES/GADD45A/CEP68/CHD3/SYNE2/CDK2/SSX2IP/NUBP1/CHEK1/CTNNB1/NDEL1/ARL2/KAT2A/KAT2B/NPM1/GOLGA2/CETN3/ROCK2/CETN1/CDK1/CKAP5/PPP1R12A	24
BP	GO:0046717	acid secretion	24/2551	124/18670	0.0475	0.1142	0.06965	AQP9/ANXA1/NMB/PPFIA1/MIF/RAB3GAP1/ACE/SYK/KCNQ1/GLS/PTGER3/UNC13B/TNFSF11/APBA1/TFF2/VAMP2/GIPC1/NF1/TRH/TNFRSF11A/CYP4F2/PLA2G4A/SLC1A3/SLC1A1	24
BP	GO:0051209	release of sequestered calcium ion into cytosol	24/2551	124/18670	0.0475	0.1142	0.06965	P2RY6/DIAPH1/CXCL9/ITPR2/PLCB3/DDIT3/ABL1/HTR2B/CCR7/PLCB2/PDE4D/CEMIP/GSTO1/PLN/CCR5/MYO5A/HTT/ITPR3/CORO1A/LCK/FASLG/XCL1/CCL3/F2R	24
BP	GO:0036498	IRE1-mediated unfolded protein response	14/2551	64/18670	0.04785	0.115	0.07011	TPP1/ADD1/GFPT1/KLHDC3/TLN1/XBP1/GSK3A/BAK1/GOSR2/DDX11/LMNA/EDEM1/CUL7/ATP6V0D1	14
BP	GO:0043297	apical junction assembly	14/2551	64/18670	0.04785	0.115	0.07011	ROCK1/PECAM1/IKBKB/RHOA/SRF/RHOC/PRKCI/ARL2/ACTN4/NPHP1/FZD5/MTDH/ROCK2/PRKCH	14
BP	GO:0043583	ear development	39/2551	219/18670	0.04851	0.1162	0.07087	EPHB2/NAGLU/HES1/ABR/NR4A3/RBPJ/SPRY2/MAPK3/CEBPD/LRP10/CELSR1/MYO7A/CEBPA/MPV17/FZD2/KCNQ1/ADAM10/MCM2/IFT88/SCRIB/ZIC1/FGF9/HESX1/ALDH1A3/PSAP/IFT27/BMP5/TGFB2/SEC24B/MYCL/FGFR1/CCNA2/KCNK2/TRIOBP/RPL38/FZD6/EPHA4/GABRB3/SALL1	39
BP	GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	11/2551	47/18670	0.04864	0.1162	0.07087	SUPT6H/STAT6/SWAP70/BATF/CCR6/ERCC1/LIG4/CD28/HSPD1/MSH2/IL27RA	11
BP	GO:0002208	somatic diversification of immunoglobulins involved in immune response	11/2551	47/18670	0.04864	0.1162	0.07087	SUPT6H/STAT6/SWAP70/BATF/CCR6/ERCC1/LIG4/CD28/HSPD1/MSH2/IL27RA	11
BP	GO:0045023	G0 to G1 transition	11/2551	47/18670	0.04864	0.1162	0.07087	EHMT2/RNF2/MED1/RYBP/YAF2/RING1/RBBP4/CBX5/CHEK1/MDM4/RAD51	11
BP	GO:0045190	isotype switching	11/2551	47/18670	0.04864	0.1162	0.07087	SUPT6H/STAT6/SWAP70/BATF/CCR6/ERCC1/LIG4/CD28/HSPD1/MSH2/IL27RA	11
BP	GO:0047496	vesicle transport along microtubule	11/2551	47/18670	0.04864	0.1162	0.07087	RAB1A/KIF5B/KIFAP3/AP3S1/CLN3/HTT/AP3D1/NDEL1/KIF1C/DYNC1H1/RASGRP1	11
BP	GO:0061383	trabecula morphogenesis	11/2551	47/18670	0.04864	0.1162	0.07087	RBPJ/ENG/MED1/SOS1/RHOA/SRF/UBE4B/BMP5/TGFB2/TGFBR3/RBP4	11
BP	GO:1900744	regulation of p38MAPK cascade	11/2551	47/18670	0.04864	0.1162	0.07087	EZR/MINK1/DUSP10/VEGFA/PHLPP1/GADD45A/HGF/GADD45B/MFHAS1/PTPN22/MAP3K4	11
BP	GO:1901068	guanosine-containing compound metabolic process	11/2551	47/18670	0.04864	0.1162	0.07087	NME3/MPP1/RHOQ/IMPDH1/NME4/RHOA/MFN1/MOCS3/RAN/NME5/DGUOK	11
BP	GO:1901659	glycosyl compound biosynthetic process	11/2551	47/18670	0.04864	0.1162	0.07087	NME3/UPP1/IMPDH1/ADA/APRT/NME4/ADK/CAD/NME5/AMD1/UCKL1	11
BP	GO:0001938	positive regulation of endothelial cell proliferation	22/2551	112/18670	0.04864	0.1162	0.07087	JUN/VEGFB/AKT1/VEGFA/HTR2B/ARNT/ECM1/PRKD2/NRP2/BMP6/F3/MTOR/PDGFB/HMOX1/PDCD6/NR4A1/FGFR1/PRKD1/NF1/CXCL12/ADAM17/STAT5A	22
BP	GO:0042303	molting cycle	22/2551	112/18670	0.04864	0.1162	0.07087	RBPJ/CELSR1/NUMA1/LDB1/HDAC1/PTGS2/SOS1/MYO5A/ATP7A/PDGFA/TP63/CTNNB1/INHBA/NSDHL/TGFB2/TRADD/NF1/ARNTL/FGF7/FZD6/GAL/LHX2	22
BP	GO:0042633	hair cycle	22/2551	112/18670	0.04864	0.1162	0.07087	RBPJ/CELSR1/NUMA1/LDB1/HDAC1/PTGS2/SOS1/MYO5A/ATP7A/PDGFA/TP63/CTNNB1/INHBA/NSDHL/TGFB2/TRADD/NF1/ARNTL/FGF7/FZD6/GAL/LHX2	22
BP	GO:0050868	negative regulation of T cell activation	22/2551	112/18670	0.04864	0.1162	0.07087	ANXA1/PRNP/TNFRSF14/CASP3/CD80/HFE/TNFRSF21/HLX/DUSP3/CEBPB/LAG3/IFNA2/IRF1/GPNMB/LGALS9/PTPN22/GLMN/CEACAM1/CD300A/IDO1/XCL1/ZBTB7B	22
BP	GO:1903828	negative regulation of cellular protein localization	22/2551	112/18670	0.04864	0.1162	0.07087	GDI1/UBE2J1/PPFIA1/TXN/OS9/ARF6/RANGAP1/RHOQ/GBP1/ADIPOQ/INPP5E/CSK/PKIA/UBE2G2/LILRB4/MFHAS1/AP2M1/NEDD4L/CD36/NF1/ROCK2/LEPROT	22
BP	GO:0042254	ribosome biogenesis	51/2551	297/18670	0.04879	0.1166	0.07105	SART1/EIF2A/RIOK3/RPL24/TBL3/TSR3/DDX3X/ERAL1/CUL4B/SENP3/NOC2L/PELP1/RPS19/MPHOSPH6/RPL7/DDX21/LSM6/EIF4A3/EIF6/RPP30/RPS21/RRP7A/PES1/ISG20/DHX30/UTP20/CUL4A/RPL6/LAS1L/AATF/C1D/EXOSC2/KRR1/PWP2/RAN/RPS15/NOP2/RPS7/NPM1/GTF2H5/RPS16/RRP8/DDX18/RPL38/RPL11/RRS1/ERI3/GNL2/RPL14/POP5/AAMP	51
BP	GO:0009112	nucleobase metabolic process	9/2551	36/18670	0.04896	0.1168	0.07119	ALDH6A1/GART/ADA/APRT/MTOR/MTHFD1/CAD/DPYD/KDM1A	9
BP	GO:0032205	negative regulation of telomere maintenance	9/2551	36/18670	0.04896	0.1168	0.07119	ATM/XRCC1/ERCC4/TERF2/HNRNPA1/PARP1/XRCC5/ERCC1/RTEL1	9
BP	GO:0035872	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	9/2551	36/18670	0.04896	0.1168	0.07119	TNFAIP3/ITCH/BIRC3/UBC/IRAK1/HSPA1B/RPS27A/PTPN22/TRAF6	9
BP	GO:0046627	negative regulation of insulin receptor signaling pathway	9/2551	36/18670	0.04896	0.1168	0.07119	TSC2/PTPRE/GSK3A/IRS1/PRKCQ/PRKCD/PRKAA1/GRB10/ENPP1	9
BP	GO:1901606	alpha-amino acid catabolic process	21/2551	106/18670	0.0491	0.117	0.07134	ALDH6A1/HNMT/AHCY/ATP2B4/PCBD1/GCDH/OAT/GSTZ1/PRODH/KYNU/GLS/ALDH7A1/QDPR/AASS/CRYM/MTRR/AUH/IDO1/MCCC2/HAAO/HMGCL	21
BP	GO:0006486	protein glycosylation	45/2551	258/18670	0.04913	0.117	0.07134	NAGPA/UBE2J1/VEGFB/MCFD2/NPC1/ST8SIA4/MVD/ST3GAL1/GFPT1/GALNT3/EXT1/RFNG/MGAT5/MPI/IL15/FUT3/MFNG/MGAT2/ASGR2/ST3GAL6/GALNT2/UBE2G2/MOGS/DPM1/ARFGEF1/DOLK/GORASP1/ALG3/ST8SIA3/STT3A/B3GAT3/GCNT1/PMM1/ASGR1/DPY19L4/B3GALT2/DDOST/MPDU1/GOLGA2/MAN2A1/RPN1/MAN2A2/B3GNT3/B3GALT4/DPY19L1	45
BP	GO:0043413	macromolecule glycosylation	45/2551	258/18670	0.04913	0.117	0.07134	NAGPA/UBE2J1/VEGFB/MCFD2/NPC1/ST8SIA4/MVD/ST3GAL1/GFPT1/GALNT3/EXT1/RFNG/MGAT5/MPI/IL15/FUT3/MFNG/MGAT2/ASGR2/ST3GAL6/GALNT2/UBE2G2/MOGS/DPM1/ARFGEF1/DOLK/GORASP1/ALG3/ST8SIA3/STT3A/B3GAT3/GCNT1/PMM1/ASGR1/DPY19L4/B3GALT2/DDOST/MPDU1/GOLGA2/MAN2A1/RPN1/MAN2A2/B3GNT3/B3GALT4/DPY19L1	45
BP	GO:0034765	regulation of ion transmembrane transport	79/2551	483/18670	0.04915	0.117	0.07134	EPHB2/KCNAB2/P2RY6/DIAPH1/SLC31A2/GEM/YWHAQ/CD63/CXCL9/PHB2/PRNP/MINK1/CRHBP/ATP2B4/PINK1/FYN/PSEN2/AKT1/DAPK1/ABL1/TCIRG1/KIF5B/ATP1B3/FHL1/RRAD/CLIC1/CAV1/IFNG/MMP9/UTRN/CLIC4/OXSR1/PDE4D/ARC/PER2/THBS1/SPHK2/PPIF/KCNQ1/CEMIP/GSTO1/WWP2/SUMO1/PLN/MTOR/MYO5A/PTAFR/KCNJ9/HTT/ATP7A/RASGRF1/STIM1/CAPN1/RGS9/ARL6IP1/KCNV1/HOMER1/CORO1A/AKT2/GPD1L/VAMP2/KCNJ15/DNM2/CCL2/RGS2/KCNJ5/NEDD4L/DLG4/ACTN4/KCNJ13/GJA5/YWHAH/XCL1/ISCU/GAL/KCNJ10/TMSB4X/SCN9A/F2R	79
BP	GO:0070838	divalent metal ion transport	79/2551	483/18670	0.04915	0.117	0.07134	P2RY6/CD4/DIAPH1/SPINK1/GNAI2/GEM/ARRB2/CXCL9/PHB2/ITPR2/PRNP/TRIM27/ATP2B4/FYN/PSEN2/PLCB3/CD33/DDIT3/ABL1/RRAD/CAV1/IFNG/HTR2B/ORAI2/ATP2A3/PMPCA/CCR7/ATP2B1/ANXA6/PLCB2/PDE4D/PML/SPHK2/PTGS2/MICU1/CEMIP/GSTO1/SLC39A8/SUMO1/PLN/P2RX1/GAS6/RHOA/HOMER3/MYLK/CCR5/BAK1/PDGFB/EPB41/MYO5A/HTT/ITPR3/CALCRL/STIM1/BEST1/CTNNB1/GCG/RGS9/ANXA5/GPM6A/HOMER1/CORO1A/LCK/FASLG/CCL2/CAMK2G/SARAF/KCNN4/CD84/TRPM1/XCL1/CXCL12/ISCU/CCL3/YME1L1/GNAO1/NIPA2/F2R/CYP27B1	79
BP	GO:0042310	vasoconstriction	16/2551	76/18670	0.04935	0.1174	0.0716	HRH1/AKT1/ADM/CAV1/HTR2B/ATP2B1/PER2/ACE/PTGS2/P2RX1/RHOA/PTAFR/FGG/GJA5/EDNRA/F2R	16
BP	GO:0045765	regulation of angiogenesis	64/2551	383/18670	0.04942	0.1176	0.07167	STAB1/GRN/ANXA1/FLT1/PLXND1/HK2/VEGFB/ENG/SPRY2/BTG1/PPARG/HHEX/ROCK1/VEGFA/HIPK1/ITGB1/ID1/GATA6/PDCD10/ABL1/ADM/TNFAIP3/RNH1/PML/APOH/ECM1/THBS1/HGS/PTGS2/KLF4/XBP1/PRKD2/F3/RHOA/ITGB2/HGF/HMOX1/RRAS/GPNMB/FGF1/STIM1/STARD13/CTNNB1/PGK1/STAT1/CYP1B1/CXCL8/PDCD6/TGFB2/CTSH/MAPK7/FASLG/CEACAM1/JUP/PRKD1/NF1/ITGB8/MTDH/VASH1/CXCL13/PTN/ROCK2/NFE2L2/ERAP1	64
BP	GO:0007215	glutamate receptor signaling pathway	20/2551	100/18670	0.04946	0.1176	0.07167	EPHB2/PRNP/MINK1/CRHBP/PINK1/FYN/DAPK1/IFNG/ARC/NCSTN/CLN3/HOMER3/RASGRF1/CAPN1/RGS9/HOMER1/CCL2/DLG4/TRPM1/FRRS1L	20
BP	GO:0060840	artery development	20/2551	100/18670	0.04946	0.1176	0.07167	PLXND1/HES1/RBPJ/ENG/AP2B1/VEGFA/NOTCH3/LRP1/HPGD/MYLK/SRF/SNX17/ROBO1/TGFB2/SEC24B/LOX/DNM2/NPRL3/NF1/GJA5	20
BP	GO:0006855	drug transmembrane transport	17/2551	82/18670	0.04967	0.118	0.07195	FOLR2/SLC25A1/SLC22A18/ABCC1/PER2/ARL6IP1/SLC7A1/RGS2/PRAF2/SLC7A11/SLC25A13/SLC7A5/SLC17A3/SLC1A3/KCNJ10/RALBP1/SLC1A1	17
BP	GO:0046887	positive regulation of hormone secretion	25/2551	131/18670	0.05065	0.1203	0.07334	SPP1/NMB/CREB1/KIF5B/HFE/PPARD/LRP1/MYB/ITSN1/BMP6/SOX11/PFKFB2/TNFSF11/BAD/VAMP8/GCG/INHBA/FGG/NADK/ADCYAP1/FGFR1/TRH/GAL/RAC1/RBP4	25
BP	GO:0007632	visual behavior	12/2551	53/18670	0.05088	0.1206	0.07352	CREB1/HRH1/ITGB1/KRAS/CTNS/MTOR/ADAM2/SLC7A11/NPHP1/NF1/DEAF1/MEIS2	12
BP	GO:0032964	collagen biosynthetic process	12/2551	53/18670	0.05088	0.1206	0.07352	ARRB2/ENG/PPARG/PPARD/VIM/MYB/TRAM2/CIITA/SERPINH1/ADAMTS3/SUCO/F2R	12
BP	GO:0050704	regulation of interleukin-1 secretion	12/2551	53/18670	0.05088	0.1206	0.07352	IL1R2/TNFAIP3/CCR7/NLRP3/PML/GAS6/LPL/AIM2/LGALS9/FZD5/CCL3/NLRP1	12
BP	GO:0060563	neuroepithelial cell differentiation	12/2551	53/18670	0.05088	0.1206	0.07352	HES1/RBPJ/MYO7A/ABL1/CEBPB/SCRIB/SOX11/SEC24B/MYCL/FGFR1/EMX1/TRIOBP	12
BP	GO:1902099	regulation of metaphase/anaphase transition of cell cycle	12/2551	53/18670	0.05088	0.1206	0.07352	ATM/ANAPC15/ZNF207/ESPL1/ANAPC5/MAD2L1/RB1/RAD21/TPR/CCNB1/CENPF/CDC6	12
BP	GO:1905517	macrophage migration	12/2551	53/18670	0.05088	0.1206	0.07352	CMKLR1/MIF/MAPK3/AZU1/C5/MMP14/THBS1/MAPK14/CD200/CCL2/CCL3/CSF1	12
BP	GO:0001731	formation of translation preinitiation complex	4/2551	11/18670	0.05181	0.121	0.07374	EIF2S2/EIF5/EIF4B/EIF4H	4
BP	GO:0001767	establishment of lymphocyte polarity	4/2551	11/18670	0.05181	0.121	0.07374	DOCK2/CCR7/FLOT2/MYH9	4
BP	GO:0001778	plasma membrane repair	4/2551	11/18670	0.05181	0.121	0.07374	MYOF/ANXA6/MYH9/SYT11	4
BP	GO:0002328	pro-B cell differentiation	4/2551	11/18670	0.05181	0.121	0.07374	HES1/PRKDC/SOS1/LIG4	4
BP	GO:0002517	T cell tolerance induction	4/2551	11/18670	0.05181	0.121	0.07374	PHLPP1/ICOS/IDO1/AIRE	4
BP	GO:0003093	regulation of glomerular filtration	4/2551	11/18670	0.05181	0.121	0.07374	GAS6/PDGFB/GJA5/F2R	4
BP	GO:0006048	UDP-N-acetylglucosamine biosynthetic process	4/2551	11/18670	0.05181	0.121	0.07374	RENBP/GNPDA1/GFPT1/UAP1	4
BP	GO:0006183	GTP biosynthetic process	4/2551	11/18670	0.05181	0.121	0.07374	NME3/IMPDH1/NME4/NME5	4
BP	GO:0006681	galactosylceramide metabolic process	4/2551	11/18670	0.05181	0.121	0.07374	GALC/CLN3/PSAP/B3GALT2	4
BP	GO:0009113	purine nucleobase biosynthetic process	4/2551	11/18670	0.05181	0.121	0.07374	GART/ADA/APRT/MTHFD1	4
BP	GO:0019852	L-ascorbic acid metabolic process	4/2551	11/18670	0.05181	0.121	0.07374	SLC2A3/GSTO1/SLC23A2/AKR1A1	4
BP	GO:0031652	positive regulation of heat generation	4/2551	11/18670	0.05181	0.121	0.07374	PTGS2/PTGER3/TNFSF11/TNFRSF11A	4
BP	GO:0032351	negative regulation of hormone metabolic process	4/2551	11/18670	0.05181	0.121	0.07374	ATP1A1/BMP5/GFI1/CYP27B1	4
BP	GO:0033632	regulation of cell-cell adhesion mediated by integrin	4/2551	11/18670	0.05181	0.121	0.07374	ADA/SWAP70/PIEZO1/CXCL13	4
BP	GO:0034115	negative regulation of heterotypic cell-cell adhesion	4/2551	11/18670	0.05181	0.121	0.07374	IL1RN/ADIPOQ/KLF4/MAPK7	4
BP	GO:0034776	response to histamine	4/2551	11/18670	0.05181	0.121	0.07374	DIAPH1/HRH1/GABRG2/GABRB3	4
BP	GO:0035457	cellular response to interferon-alpha	4/2551	11/18670	0.05181	0.121	0.07374	IFNAR1/GAS6/AXL/TPR	4
BP	GO:0043619	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	4/2551	11/18670	0.05181	0.121	0.07374	ATF4/ARNT/HMOX1/NFE2L2	4
BP	GO:0045060	negative thymic T cell selection	4/2551	11/18670	0.05181	0.121	0.07374	DOCK2/CCR7/CD28/AIRE	4
BP	GO:0045176	apical protein localization	4/2551	11/18670	0.05181	0.121	0.07374	CELSR1/RDX/ARF4/NAPA	4
BP	GO:0045899	positive regulation of RNA polymerase II transcriptional preinitiation complex assembly	4/2551	11/18670	0.05181	0.121	0.07374	CREB1/TP53/PSMC6/PSMC4	4
BP	GO:0046051	UTP metabolic process	4/2551	11/18670	0.05181	0.121	0.07374	NME3/NME4/CAD/NME5	4
BP	GO:0046501	protoporphyrinogen IX metabolic process	4/2551	11/18670	0.05181	0.121	0.07374	UROS/PPOX/ALAD/UROD	4
BP	GO:0048548	regulation of pinocytosis	4/2551	11/18670	0.05181	0.121	0.07374	CAV1/AXL/PPT1/ACTN4	4
BP	GO:0055015	ventricular cardiac muscle cell development	4/2551	11/18670	0.05181	0.121	0.07374	MEF2A/LMNA/CCNB1/CDK1	4
BP	GO:0060088	auditory receptor cell stereocilium organization	4/2551	11/18670	0.05181	0.121	0.07374	MYO7A/SCRIB/SEC24B/TRIOBP	4
BP	GO:0060439	trachea morphogenesis	4/2551	11/18670	0.05181	0.121	0.07374	MAPK3/CTNNB1/MAP2K1/LRP6	4
BP	GO:0070587	regulation of cell-cell adhesion involved in gastrulation	4/2551	11/18670	0.05181	0.121	0.07374	IL1RN/ADIPOQ/KLF4/MAPK7	4
BP	GO:0072611	interleukin-13 secretion	4/2551	11/18670	0.05181	0.121	0.07374	TNFRSF21/SPHK2/IFNA2/LGALS9	4
BP	GO:0072683	T cell extravasation	4/2551	11/18670	0.05181	0.121	0.07374	CD99/FADD/CCL2/IL27RA	4
BP	GO:0090084	negative regulation of inclusion body assembly	4/2551	11/18670	0.05181	0.121	0.07374	DNAJB1/HSF1/HSPA1B/SACS	4
BP	GO:1902065	response to L-glutamate	4/2551	11/18670	0.05181	0.121	0.07374	CREB1/FYN/PCNA/AIFM1	4
BP	GO:1902946	protein localization to early endosome	4/2551	11/18670	0.05181	0.121	0.07374	EZR/SCRIB/RDX/ROCK2	4
BP	GO:1905383	protein localization to presynapse	4/2551	11/18670	0.05181	0.121	0.07374	KIF5B/KIF5C/TERF2/MAPK8IP3	4
BP	GO:1905820	positive regulation of chromosome separation	4/2551	11/18670	0.05181	0.121	0.07374	NUMA1/ESPL1/ANAPC5/RB1	4
BP	GO:2000318	positive regulation of T-helper 17 type immune response	4/2551	11/18670	0.05181	0.121	0.07374	NLRP3/MALT1/PRKCQ/IL12RB1	4
